Name,Value,Timestamp,Step
"train_loss",1.4978140592575073,1590187257475,39
"valid_loss",3.9633286,1590187257475,39
"accuracy",0.4533729553222656,1590187257475,39
"mrr",0.5186034440994263,1590187257475,39
"Perplexity",52.632225036621094,1590187257475,39
"train_loss",1.5567177534103394,1590187395148,40
"valid_loss",3.9647167,1590187395148,40
"accuracy",0.4532737731933594,1590187395148,40
"mrr",0.5184981822967529,1590187395148,40
"Perplexity",52.705345153808594,1590187395148,40
